energy#1, (U= 300.000 cm^-1)
state= 1
j12= 0
m12= 0
L_ORB  B_IMPACT(a.u.)     DEFLCT_ANGLE(rad)    SCAT_PHASE(rad)       FINISH_TIME(a.u.)    ENERGY_ERROR(%)      NORM_ERROR(%)    LOOPS   OSCIL
  34   0.48591514E+01      0.47083780E+00      -0.92716383E+00        0.31124953E+05      0.21568842E-03      0.42634785E-08       0       0
  35   0.50020676E+01      0.39658515E+00      -0.49345235E+00        0.31315479E+05      0.30827664E-03      0.27271962E-08       0       0
  36   0.51449838E+01      0.32571325E+00      -0.13230315E+00        0.31506004E+05      0.39745730E-03      0.16705526E-08       0       0
  37   0.52879001E+01      0.25938035E+00       0.16024365E+00        0.31679209E+05      0.46063341E-03      0.97684083E-09       0       0
  38   0.54308163E+01      0.19829241E+00       0.38908003E+00        0.31852414E+05      0.48397329E-03      0.54114491E-09       0       0
  39   0.55737325E+01      0.14349768E+00       0.55997508E+00        0.31999639E+05      0.46527764E-03      0.28232972E-09       0       0
  40   0.57166487E+01      0.95829564E-01       0.67963870E+00        0.32129542E+05      0.41294571E-03      0.13860024E-09       0       0
  41   0.58595649E+01      0.55699858E-01       0.75540341E+00        0.32242126E+05      0.34132650E-03      0.64570571E-10       0       0
  42   0.60024811E+01      0.23228353E-01       0.79486752E+00        0.32311408E+05      0.26503577E-03      0.29887204E-10       0       0
  43   0.61453974E+01     -0.18835605E-02       0.80553991E+00        0.32363369E+05      0.19500925E-03      0.15165647E-10       0       0
  44   0.62883136E+01     -0.20338294E-01       0.79442899E+00        0.32380690E+05      0.13719454E-03      0.97477582E-11       0       0
  45   0.64312298E+01     -0.33081327E-01       0.76771917E+00        0.32372030E+05      0.93125473E-04      0.81934459E-11       0       0
  46   0.65741460E+01     -0.41165656E-01       0.73059568E+00        0.32337389E+05      0.61542632E-04      0.90372154E-11       0       0
  47   0.67170622E+01     -0.45626591E-01       0.68719956E+00        0.32285427E+05      0.39962467E-04      0.80158102E-11       0       0
  48   0.68599784E+01     -0.47395141E-01       0.64068869E+00        0.32216145E+05      0.25745021E-04      0.73052675E-11       0       0
  49   0.70028947E+01     -0.47253008E-01       0.59336462E+00        0.32138203E+05      0.16630530E-04      0.69499961E-11       0       0
  50   0.71458109E+01     -0.45821980E-01       0.54682712E+00        0.32042940E+05      0.10901501E-04      0.63948846E-11       0       0
  51   0.72887271E+01     -0.43575559E-01       0.50212836E+00        0.31947677E+05      0.73492566E-05      0.51292304E-11       0       0
  52   0.74316433E+01     -0.40861411E-01       0.45990987E+00        0.31843754E+05      0.51650694E-05      0.39523940E-11       0       0
  53   0.75745595E+01     -0.37926292E-01       0.42051602E+00        0.31731171E+05      0.38274728E-05      0.35083048E-11       0       0
  54   0.77174758E+01     -0.34939471E-01       0.38408314E+00        0.31618587E+05      0.32008288E-05      0.31752379E-11       0       0
  55   0.78603920E+01     -0.32012613E-01       0.35060710E+00        0.31506004E+05      0.25052315E-05      0.21760371E-11       0       0
  56   0.80033082E+01     -0.29215697E-01       0.31999294E+00        0.31384761E+05      0.26780475E-05      0.19539925E-11       0       0
  57   0.81462244E+01     -0.26589293E-01       0.29209044E+00        0.31263517E+05      0.19992259E-05      0.12878587E-11       0       0
  58   0.82891406E+01     -0.24153602E-01       0.26671900E+00        0.31142274E+05      0.20703812E-05      0.10214052E-11       0       0
  59   0.84320568E+01     -0.21915125E-01       0.24368463E+00        0.31021030E+05      0.49301523E-05      0.95479180E-12       0       0
  60   0.85749731E+01     -0.19871419E-01       0.22279136E+00        0.30899786E+05      0.31498789E-05      0.93258734E-12       0       0
  61   0.87178893E+01     -0.18014438E-01       0.20384843E+00        0.30769883E+05      0.17056727E-05      0.62172489E-12       0       0
  62   0.88608055E+01     -0.16332934E-01       0.18667475E+00        0.30639979E+05      0.16794348E-05      0.10325074E-11       0       0
  63   0.90037217E+01     -0.14813983E-01       0.17110129E+00        0.30510075E+05      0.16597979E-05      0.79936058E-12       0       0
  64   0.91466379E+01     -0.13444067E-01       0.15697226E+00        0.30380171E+05      0.29909172E-05      0.54400928E-12       0       0
  65   0.92895541E+01     -0.12209748E-01       0.14414536E+00        0.30241607E+05      0.16315954E-05      0.61062266E-12       0       0
  66   0.94324704E+01     -0.11098175E-01       0.13249139E+00        0.30103043E+05      0.25736338E-05      0.26645353E-12       0       0
  67   0.95753866E+01     -0.10097248E-01       0.12189368E+00        0.29964479E+05      0.25424446E-05      0.39968029E-12       0       0
  68   0.97183028E+01     -0.91957710E-02       0.11224717E+00        0.29825915E+05      0.16013790E-05      0.59952043E-12       0       0
  69   0.98612190E+01     -0.83834806E-02       0.10345755E+00        0.29678691E+05      0.15925642E-05      0.66613381E-12       0       0
  70   0.10004135E+02     -0.76511445E-02       0.95440235E-01        0.29540127E+05      0.15840195E-05      0.41078252E-12       0       0
  71   0.10147051E+02     -0.69903364E-02       0.88119495E-01        0.29392902E+05      0.15755949E-05      0.24424907E-12       0       0
  72   0.10289968E+02     -0.63935420E-02       0.81427555E-01        0.29237018E+05      0.15672263E-05      0.28865799E-12       0       0
  73   0.10432884E+02     -0.58540969E-02       0.75303736E-01        0.29089793E+05      0.15588530E-05      0.33306691E-12       0       0
  74   0.10575800E+02     -0.53659451E-02       0.69693715E-01        0.28933909E+05      0.15504212E-05      0.36637360E-12       0       0
  75   0.10718716E+02     -0.49237690E-02       0.64548858E-01        0.28778024E+05      0.15419084E-05      0.36637360E-12       0       0
  76   0.10861633E+02     -0.45227786E-02       0.59825584E-01        0.28613479E+05      0.27706236E-05      0.29976022E-12       0       0
  77   0.11004549E+02     -0.41587667E-02       0.55484812E-01        0.28448935E+05      0.15245980E-05      0.37747583E-12       0       0
  78   0.11147465E+02     -0.38279654E-02       0.51491446E-01        0.28284390E+05      0.25604828E-05      0.65503158E-12       0       0
  79   0.11290381E+02     -0.35270190E-02       0.47813953E-01        0.28119845E+05      0.15067255E-05      0.62172489E-12       0       0
  80   0.11433297E+02     -0.32529061E-02       0.44423991E-01        0.27946640E+05      0.14975639E-05      0.31086245E-12       0       0
  81   0.11576214E+02     -0.30029923E-02       0.41296042E-01        0.27773435E+05      0.14882444E-05      0.67723605E-12       0       0
  82   0.11719130E+02     -0.27748678E-02       0.38407112E-01        0.27591569E+05      0.29180297E-05      0.46629367E-12       0       0
  83   0.11862046E+02     -0.25664414E-02       0.35736457E-01        0.27409704E+05      0.21167019E-05      0.48849813E-12       0       0
  84   0.12004962E+02     -0.23758160E-02       0.33265328E-01        0.27227839E+05      0.14592649E-05      0.46629367E-12       0       0
  85   0.12147879E+02     -0.22012610E-02       0.30976790E-01        0.27037313E+05      0.17604168E-05      0.48849813E-12       0       0
  86   0.12290795E+02     -0.20412891E-02       0.28855515E-01        0.26846788E+05      0.23459944E-05      0.59952043E-12       0       0
  87   0.12433711E+02     -0.18945377E-02       0.26887601E-01        0.26656262E+05      0.14286811E-05      0.71054274E-12       0       0
  88   0.12576627E+02     -0.17597491E-02       0.25060458E-01        0.26457076E+05      0.14180938E-05      0.53290705E-12       0       0
  89   0.12719543E+02     -0.16358586E-02       0.23362654E-01        0.26257890E+05      0.23702251E-05      0.46629367E-12       0       0
  90   0.12862460E+02     -0.15218433E-02       0.21783803E-01        0.26050044E+05      0.13963156E-05      0.35527137E-12       0       0
  91   0.13005376E+02     -0.14168481E-02       0.20314457E-01        0.25842198E+05      0.18691415E-05      0.31086245E-12       0       0
  92   0.13148292E+02     -0.13200349E-02       0.18946016E-01        0.25625692E+05      0.13737210E-05      0.29976022E-12       0       0
  93   0.13291208E+02     -0.12307155E-02       0.17670641E-01        0.25409185E+05      0.13620782E-05      0.49960036E-12       0       0
  94   0.13434124E+02     -0.11481994E-02       0.16481183E-01        0.25184019E+05      0.22419736E-05      0.24424907E-12       0       0
  95   0.13577041E+02     -0.10719323E-02       0.15371117E-01        0.24958852E+05      0.30567598E-05      0.48849813E-12       0       0
  96   0.13719957E+02     -0.10013798E-02       0.14334461E-01        0.24733686E+05      0.26146970E-05      0.47739590E-12       0       0
  97   0.13862873E+02     -0.93598159E-03       0.13365781E-01        0.24491198E+05      0.13132128E-05      0.69944051E-12       0       0
  98   0.14005789E+02     -0.87541275E-03       0.12460083E-01        0.24257372E+05      0.13003762E-05      0.35527137E-12       0       0
  99   0.14148706E+02     -0.81915974E-03       0.11612797E-01        0.24006224E+05      0.12872799E-05      0.24424907E-12       0       0
 100   0.14291622E+02     -0.76697744E-03       0.10819729E-01        0.23763737E+05      0.15641174E-05      0.62172489E-12       0       0
 101   0.14434538E+02     -0.71841982E-03       0.10077030E-01        0.23503929E+05      0.21191994E-05      0.24424907E-12       0       0
 102   0.14577454E+02     -0.67326696E-03       0.93811866E-02        0.23244122E+05      0.22669594E-05      0.42188475E-12       0       0
 103   0.14720370E+02     -0.63124763E-03       0.87289293E-02        0.22984314E+05      0.21766045E-05      0.48849813E-12       0       0
 104   0.14863287E+02     -0.59203281E-03       0.81172891E-02        0.22707186E+05      0.20209634E-05      0.68833828E-12       0       0
 105   0.15006203E+02     -0.55547781E-03       0.75435338E-02        0.22430058E+05      0.19764919E-05      0.35527137E-12       0       0
 106   0.15149119E+02     -0.52137736E-03       0.70051062E-02        0.22152930E+05      0.22231219E-05      0.55511151E-12       0       0
 107   0.15292035E+02     -0.48945982E-03       0.64996876E-02        0.21858481E+05      0.29445324E-05      0.24424907E-12       0       0
 108   0.15434952E+02     -0.45963694E-03       0.60251392E-02        0.21564033E+05      0.11561853E-05      0.94368957E-12       0       0
 109   0.15577868E+02     -0.43170951E-03       0.55794660E-02        0.21260924E+05      0.11399335E-05      0.22204460E-12       0       0
 110   0.15720784E+02     -0.40553352E-03       0.51608445E-02        0.20949155E+05      0.31030062E-05      0.31086245E-12       0       0
 111   0.15863700E+02     -0.38097714E-03       0.47675891E-02        0.20628725E+05      0.11062640E-05      0.17763568E-12       0       0
 112   0.16006616E+02     -0.35796372E-03       0.43981187E-02        0.20308296E+05      0.10887972E-05      0.33306691E-12       0       0
 113   0.16149533E+02     -0.33629482E-03       0.40509894E-02        0.19970546E+05      0.22446181E-05      0.37747583E-12       0       0
 114   0.16292449E+02     -0.31595765E-03       0.37248632E-02        0.19632796E+05      0.16242822E-05      0.33306691E-12       0       0
 115   0.16435365E+02     -0.29676967E-03       0.34184995E-02        0.19277725E+05      0.10336528E-05      0.57731597E-12       0       0
 116   0.16578281E+02     -0.27868996E-03       0.31307697E-02        0.18913995E+05      0.18645282E-05      0.57731597E-12       0       0
 117   0.16721197E+02     -0.26164009E-03       0.28606047E-02        0.18541604E+05      0.14256367E-05      0.32196468E-12       0       0
 118   0.16864114E+02     -0.24554805E-03       0.26070106E-02        0.18160553E+05      0.24955036E-05      0.31086245E-12       0       0
 119   0.17007030E+02     -0.23034773E-03       0.23690627E-02        0.17770841E+05      0.16300846E-05      0.35527137E-12       0       0
 120   0.17149946E+02     -0.21593117E-03       0.21459233E-02        0.17363809E+05      0.13286046E-05      0.23314684E-12       0       0
 121   0.17292862E+02     -0.20224155E-03       0.19368369E-02        0.16939457E+05      0.21154603E-05      0.45519144E-12       0       0
 122   0.17435779E+02     -0.18927469E-03       0.17410788E-02        0.16506444E+05      0.88507023E-06      0.35527137E-12       0       0
 123   0.17578695E+02     -0.17693546E-03       0.15579737E-02        0.16056111E+05      0.22337293E-05      0.55511151E-12       0       0
 124   0.17721611E+02     -0.16517998E-03       0.13869160E-02        0.15588457E+05      0.14096176E-05      0.17763568E-12       0       0
 125   0.17864527E+02     -0.15396823E-03       0.12273419E-02        0.15103483E+05      0.11902660E-05      0.17763568E-12       0       0
 126   0.18007443E+02     -0.14326371E-03       0.10787260E-02        0.14601188E+05      0.78289107E-06      0.54400928E-12       0       0
 127   0.18150360E+02     -0.13298337E-03       0.94060241E-03        0.14072913E+05      0.18157543E-05      0.47739590E-12       0       0
 128   0.18293276E+02     -0.12309634E-03       0.81256256E-03        0.13518657E+05      0.72501372E-06      0.18873791E-12       0       0
 129   0.18436192E+02     -0.11357503E-03       0.69422687E-03        0.12938420E+05      0.69390003E-06      0.37747583E-12       0       0
 130   0.18579108E+02     -0.10439526E-03       0.58524172E-03        0.12332202E+05      0.66106378E-06      0.37747583E-12       0       0
 131   0.18722025E+02     -0.95433165E-04       0.48532751E-03        0.11682683E+05      0.62623583E-06      0.19984014E-12       0       0
 132   0.18864941E+02     -0.86669540E-04       0.39427616E-03        0.10989862E+05      0.62011941E-06      0.51070259E-12       0       0
 133   0.19007857E+02     -0.78037373E-04       0.31192270E-03        0.10245081E+05      0.91530570E-06      0.35527137E-12       0       0
 134   0.19150773E+02     -0.69419867E-04       0.23819408E-03        0.94310166E+04      0.50558703E-06      0.12212453E-12       0       0
 135   0.19293689E+02     -0.60761463E-04       0.17310342E-03        0.85390105E+04      0.45761978E-06      0.36637360E-12       0       0
 136   0.19436606E+02     -0.51786067E-04       0.11682965E-03        0.75257608E+04      0.43924198E-06      0.17763568E-12       0       0
 137   0.19579522E+02     -0.42336113E-04       0.69768561E-04        0.63566265E+04      0.34056512E-06      0.11102230E-12       0       0
 138   0.19722438E+02     -0.31453535E-04       0.32873737E-04        0.48930435E+04      0.26221312E-06      0.13322676E-12       0       0
 139   0.19865354E+02     -0.17062675E-04       0.86156314E-05        0.27193198E+04      0.14554915E-06      0.11102230E-12       0       0
 140   0.20008270E+02      0.00000000E+00       0.84293697E-07        0.78842953E+05      0.71914603E-12      0.00000000E+00       0       0
 141   0.20151187E+02     -0.21073424E-07       0.73756985E-07        0.78998837E+05      0.52085209E-12      0.00000000E+00       0       0
 142   0.20294103E+02      0.00000000E+00       0.63220273E-07        0.79163382E+05      0.71385819E-12      0.00000000E+00       0       0
 143   0.20437019E+02     -0.21073424E-07       0.52683561E-07        0.79319267E+05      0.18243043E-11      0.00000000E+00       0       0
 144   0.20579935E+02      0.00000000E+00       0.42146849E-07        0.79475151E+05      0.50763249E-12      0.00000000E+00       0       0
 145   0.20722852E+02      0.00000000E+00       0.42146849E-07        0.79639696E+05      0.97296228E-12      0.00000000E+00       0       0
 146   0.20865768E+02      0.00000000E+00       0.42146849E-07        0.79795581E+05      0.94123525E-12      0.00000000E+00       0       0
 147   0.21008684E+02      0.00000000E+00       0.42146849E-07        0.79951465E+05      0.10046893E-11      0.00000000E+00       0       0
 148   0.21151600E+02      0.00000000E+00       0.42146849E-07        0.80107350E+05      0.80375145E-12      0.00000000E+00       0       0
 149   0.21294516E+02      0.00000000E+00       0.42146849E-07        0.80271895E+05      0.84605415E-12      0.00000000E+00       0       0
 150   0.21437433E+02      0.00000000E+00       0.42146849E-07        0.80427779E+05      0.12955204E-11      0.00000000E+00       0       0
 151   0.21580349E+02      0.00000000E+00       0.42146849E-07        0.80583664E+05      0.74029738E-12      0.00000000E+00       0       0
 152   0.21723265E+02      0.00000000E+00       0.42146849E-07        0.80739548E+05      0.78260009E-12      0.00000000E+00       0       0
 153   0.21866181E+02      0.00000000E+00       0.42146849E-07        0.80895433E+05      0.12056272E-11      0.00000000E+00       0       0
 154   0.22009098E+02      0.00000000E+00       0.42146849E-07        0.81051318E+05      0.46532978E-12      0.00000000E+00       0       0
 155   0.22152014E+02      0.00000000E+00       0.42146849E-07        0.81207202E+05      0.17925772E-11      0.00000000E+00       0       0
 156   0.22294930E+02      0.00000000E+00       0.42146849E-07        0.81363087E+05      0.10681434E-11      0.00000000E+00       0       0
 157   0.22437846E+02      0.00000000E+00       0.42146849E-07        0.81510311E+05      0.80375145E-12      0.00000000E+00       0       0
 158   0.22580762E+02      0.00000000E+00       0.42146849E-07        0.81666196E+05      0.18560313E-11      0.00000000E+00       0       0
 159   0.22723679E+02      0.00000000E+00       0.42146849E-07        0.81822080E+05      0.71914603E-12      0.00000000E+00       0       0
 160   0.22866595E+02      0.00000000E+00       0.42146849E-07        0.81977965E+05      0.54993520E-12      0.00000000E+00       0       0
 161   0.23009511E+02      0.00000000E+00       0.42146849E-07        0.82133849E+05      0.64511629E-12      0.00000000E+00       0       0
 162   0.23152427E+02      0.00000000E+00       0.42146849E-07        0.82281074E+05      0.67155548E-12      0.00000000E+00       0       0
 163   0.23295343E+02      0.00000000E+00       0.42146849E-07        0.82436958E+05      0.75087306E-12      0.00000000E+00       0       0
 164   0.23438260E+02      0.00000000E+00       0.42146849E-07        0.82592843E+05      0.65569197E-12      0.00000000E+00       0       0
 165   0.23581176E+02      0.00000000E+00       0.42146849E-07        0.82740067E+05      0.65569197E-12      0.00000000E+00       0       0
 166   0.23724092E+02     -0.21073424E-07       0.31610136E-07        0.82895952E+05      0.90422038E-12      0.00000000E+00       0       0
 167   0.23867008E+02      0.00000000E+00       0.21073424E-07        0.83043176E+05      0.97296228E-12      0.00000000E+00       0       0
 168   0.24009925E+02     -0.21073424E-07       0.10536712E-07        0.83199061E+05      0.76144874E-12      0.00000000E+00       0       0
 169   0.24152841E+02      0.00000000E+00       0.00000000E+00        0.83346285E+05      0.11844758E-11      0.00000000E+00       0       0
 170   0.24295757E+02      0.00000000E+00       0.00000000E+00        0.83502169E+05      0.68213116E-12      0.00000000E+00       0       0
 171   0.24438673E+02      0.00000000E+00       0.00000000E+00        0.83649394E+05      0.97825012E-12      0.00000000E+00       0       0
 172   0.24581589E+02      0.00000000E+00       0.00000000E+00        0.83805278E+05      0.60281358E-12      0.00000000E+00       0       0
 173   0.24724506E+02      0.00000000E+00       0.00000000E+00        0.83952503E+05      0.72443387E-12      0.00000000E+00       0       0
 174   0.24867422E+02      0.00000000E+00       0.00000000E+00        0.84099727E+05      0.51292033E-12      0.00000000E+00       0       0
 175   0.25010338E+02      0.00000000E+00       0.00000000E+00        0.84255612E+05      0.62925278E-12      0.00000000E+00       0       0
 176   0.25153254E+02      0.00000000E+00       0.00000000E+00        0.84402836E+05      0.21257111E-11      0.00000000E+00       0       0
 177   0.25296171E+02      0.00000000E+00       0.00000000E+00        0.84550060E+05      0.80375145E-12      0.00000000E+00       0       0
 178   0.25439087E+02      0.00000000E+00       0.00000000E+00        0.84697284E+05      0.71914603E-12      0.00000000E+00       0       0
 179   0.25582003E+02      0.00000000E+00       0.00000000E+00        0.84853169E+05      0.11368853E-11      0.00000000E+00       0       0
 180   0.25724919E+02      0.00000000E+00       0.00000000E+00        0.85000393E+05      0.99411363E-12      0.00000000E+00       0       0
 181   0.25867835E+02      0.21073424E-07       0.10536712E-07        0.85147618E+05      0.13272475E-11      0.00000000E+00       0       0
 182   0.26010752E+02      0.00000000E+00       0.21073424E-07        0.85294842E+05      0.83547848E-12      0.00000000E+00       0       0
 183   0.26153668E+02      0.00000000E+00       0.21073424E-07        0.85442066E+05      0.13113839E-11      0.00000000E+00       0       0
 184   0.26296584E+02      0.00000000E+00       0.21073424E-07        0.85589291E+05      0.15281853E-11      0.00000000E+00       0       0
 185   0.26439500E+02      0.00000000E+00       0.21073424E-07        0.85736515E+05      0.50763249E-12      0.00000000E+00       0       0
 186   0.26582416E+02      0.00000000E+00       0.21073424E-07        0.85883739E+05      0.80375145E-12      0.00000000E+00       0       0
 187   0.26725333E+02      0.00000000E+00       0.21073424E-07        0.86030964E+05      0.77202442E-12      0.00000000E+00       0       0
 188   0.26868249E+02      0.00000000E+00       0.21073424E-07        0.86178188E+05      0.10152650E-11      0.00000000E+00       0       0
 189   0.27011165E+02      0.00000000E+00       0.21073424E-07        0.86325412E+05      0.49176898E-12      0.00000000E+00       0       0
 190   0.27154081E+02     -0.21073424E-07       0.10536712E-07        0.86463976E+05      0.82490280E-12      0.00000000E+00       0       0
 191   0.27296998E+02      0.00000000E+00       0.00000000E+00        0.86611201E+05      0.98353795E-12      0.00000000E+00       0       0
 192   0.27439914E+02      0.00000000E+00       0.00000000E+00        0.86758425E+05      0.63982845E-12      0.00000000E+00       0       0
 193   0.27582830E+02      0.00000000E+00       0.00000000E+00        0.86905649E+05      0.14277164E-11      0.00000000E+00       0       0
 194   0.27725746E+02      0.00000000E+00       0.00000000E+00        0.87052874E+05      0.75087306E-12      0.00000000E+00       0       0
 195   0.27868662E+02      0.00000000E+00       0.00000000E+00        0.87191438E+05      0.39658788E-12      0.00000000E+00       0       0
 196   0.28011579E+02      0.00000000E+00       0.00000000E+00        0.87338662E+05      0.13166718E-11      0.00000000E+00       0       0
 197   0.28154495E+02      0.00000000E+00       0.00000000E+00        0.87485886E+05      0.92008389E-12      0.00000000E+00       0       0
 198   0.28297411E+02      0.00000000E+00       0.00000000E+00        0.87624450E+05      0.81961496E-12      0.00000000E+00       0       0
 199   0.28440327E+02      0.00000000E+00       0.00000000E+00        0.87771675E+05      0.61074534E-12      0.00000000E+00       0       0
 200   0.28583244E+02      0.00000000E+00       0.00000000E+00        0.87910239E+05      0.90950822E-12      0.00000000E+00       0       0
 
